Name,X,Y,Name,X,Y,Name,X,Y
Sol. T1 S-SWCNTs Converted,1648.634765625,1381.91111246745,Sol.T4 S-SWCNTs Converted,1648.634765625,1374.18332926432,Sol.T4P S-SWCNTs Converted,1648.634765625,454.25
Sol. T1 S-SWCNTs Converted,1648.19140625,1384.20001220703,Sol.T4 S-SWCNTs Converted,1648.19140625,1383.73333740234,Sol.T4P S-SWCNTs Converted,1648.19140625,456.022221883138
Sol. T1 S-SWCNTs Converted,1647.748046875,1379.14444986979,Sol.T4 S-SWCNTs Converted,1647.748046875,1374.46665445964,Sol.T4P S-SWCNTs Converted,1647.748046875,453.094451904297
Sol. T1 S-SWCNTs Converted,1647.302734375,1385.71110026042,Sol.T4 S-SWCNTs Converted,1647.302734375,1374.3833211263,Sol.T4P S-SWCNTs Converted,1647.302734375,456.316670735677
Sol. T1 S-SWCNTs Converted,1646.859375,1385.48889160156,Sol.T4 S-SWCNTs Converted,1646.859375,1380.64998372396,Sol.T4P S-SWCNTs Converted,1646.859375,454.533340454102
Sol. T1 S-SWCNTs Converted,1646.4140625,1382.3666788737,Sol.T4 S-SWCNTs Converted,1646.4140625,1376.48333740234,Sol.T4P S-SWCNTs Converted,1646.4140625,454.738891601563
Sol. T1 S-SWCNTs Converted,1645.97265625,1379.05554199219,Sol.T4 S-SWCNTs Converted,1645.97265625,1377.84999593099,Sol.T4P S-SWCNTs Converted,1645.97265625,454.149998982747
Sol. T1 S-SWCNTs Converted,1645.52734375,1374.92222086589,Sol.T4 S-SWCNTs Converted,1645.52734375,1372.96667480469,Sol.T4P S-SWCNTs Converted,1645.52734375,452.788889567057
Sol. T1 S-SWCNTs Converted,1645.08203125,1383.90000406901,Sol.T4 S-SWCNTs Converted,1645.08203125,1374.71665445964,Sol.T4P S-SWCNTs Converted,1645.08203125,456.716664632161
Sol. T1 S-SWCNTs Converted,1644.638671875,1382.05556233724,Sol.T4 S-SWCNTs Converted,1644.638671875,1379.53334554036,Sol.T4P S-SWCNTs Converted,1644.638671875,454.088887532552
Sol. T1 S-SWCNTs Converted,1644.193359375,1378.83331298828,Sol.T4 S-SWCNTs Converted,1644.193359375,1374.53334554036,Sol.T4P S-SWCNTs Converted,1644.193359375,454.527776082357
Sol. T1 S-SWCNTs Converted,1643.748046875,1376.87776692708,Sol.T4 S-SWCNTs Converted,1643.748046875,1379,Sol.T4P S-SWCNTs Converted,1643.748046875,454.366663614909
Sol. T1 S-SWCNTs Converted,1643.306640625,1381.58888753255,Sol.T4 S-SWCNTs Converted,1643.306640625,1376.2666422526,Sol.T4P S-SWCNTs Converted,1643.306640625,455.705556233724
Sol. T1 S-SWCNTs Converted,1642.861328125,1382.83331298828,Sol.T4 S-SWCNTs Converted,1642.861328125,1379.61665852865,Sol.T4P S-SWCNTs Converted,1642.861328125,456.505559285482
Sol. T1 S-SWCNTs Converted,1642.41796875,1378.05556233724,Sol.T4 S-SWCNTs Converted,1642.41796875,1380.48333740234,Sol.T4P S-SWCNTs Converted,1642.41796875,453.600001017253
Sol. T1 S-SWCNTs Converted,1641.97265625,1373.55556233724,Sol.T4 S-SWCNTs Converted,1641.97265625,1370.90000406901,Sol.T4P S-SWCNTs Converted,1641.97265625,452.399998982747
Sol. T1 S-SWCNTs Converted,1641.529296875,1385.69997151693,Sol.T4 S-SWCNTs Converted,1641.529296875,1383.73333740234,Sol.T4P S-SWCNTs Converted,1641.529296875,456.755559285482
Sol. T1 S-SWCNTs Converted,1641.08203125,1377.06667073568,Sol.T4 S-SWCNTs Converted,1641.08203125,1374.21667480469,Sol.T4P S-SWCNTs Converted,1641.08203125,455.577779134115
Sol. T1 S-SWCNTs Converted,1640.638671875,1373.69999186198,Sol.T4 S-SWCNTs Converted,1640.638671875,1370.21665445964,Sol.T4P S-SWCNTs Converted,1640.638671875,453.822219848633
Sol. T1 S-SWCNTs Converted,1640.1953125,1381.87776692708,Sol.T4 S-SWCNTs Converted,1640.1953125,1377.96665445964,Sol.T4P S-SWCNTs Converted,1640.1953125,456.011108398438
Sol. T1 S-SWCNTs Converted,1639.75,1378.8222249349,Sol.T4 S-SWCNTs Converted,1639.75,1370.43332926432,Sol.T4P S-SWCNTs Converted,1639.75,454.972223917643
Sol. T1 S-SWCNTs Converted,1639.306640625,1379.57779947917,Sol.T4 S-SWCNTs Converted,1639.306640625,1375.55000813802,Sol.T4P S-SWCNTs Converted,1639.306640625,454.572224934896
Sol. T1 S-SWCNTs Converted,1638.861328125,1371.91111246745,Sol.T4 S-SWCNTs Converted,1638.861328125,1371.34997558594,Sol.T4P S-SWCNTs Converted,1638.861328125,454.488886515299
Sol. T1 S-SWCNTs Converted,1638.416015625,1374.77779134115,Sol.T4 S-SWCNTs Converted,1638.416015625,1370.6166788737,Sol.T4P S-SWCNTs Converted,1638.416015625,453.094441731771
Sol. T1 S-SWCNTs Converted,1637.97265625,1385.43332926432,Sol.T4 S-SWCNTs Converted,1637.97265625,1380.39998372396,Sol.T4P S-SWCNTs Converted,1637.97265625,457.338887532552
Sol. T1 S-SWCNTs Converted,1637.52734375,1377.85557047526,Sol.T4 S-SWCNTs Converted,1637.52734375,1377.48333740234,Sol.T4P S-SWCNTs Converted,1637.52734375,454.344446818034
Sol. T1 S-SWCNTs Converted,1637.08203125,1373.55556233724,Sol.T4 S-SWCNTs Converted,1637.08203125,1370.53334554036,Sol.T4P S-SWCNTs Converted,1637.08203125,454.394444783529
Sol. T1 S-SWCNTs Converted,1636.638671875,1378.94443766276,Sol.T4 S-SWCNTs Converted,1636.638671875,1374.78332519531,Sol.T4P S-SWCNTs Converted,1636.638671875,455.461110432943
Sol. T1 S-SWCNTs Converted,1636.193359375,1379.35557047526,Sol.T4 S-SWCNTs Converted,1636.193359375,1370.54998779297,Sol.T4P S-SWCNTs Converted,1636.193359375,455.355555216471
Sol. T1 S-SWCNTs Converted,1635.74609375,1378.05556233724,Sol.T4 S-SWCNTs Converted,1635.74609375,1376.16668701172,Sol.T4P S-SWCNTs Converted,1635.74609375,455.622217814128
Sol. T1 S-SWCNTs Converted,1635.302734375,1378.84446207682,Sol.T4 S-SWCNTs Converted,1635.302734375,1375.46667480469,Sol.T4P S-SWCNTs Converted,1635.302734375,456.727783203125
Sol. T1 S-SWCNTs Converted,1634.859375,1378.06667073568,Sol.T4 S-SWCNTs Converted,1634.859375,1376.45001220703,Sol.T4P S-SWCNTs Converted,1634.859375,454.883341471354
Sol. T1 S-SWCNTs Converted,1634.412109375,1373.71110026042,Sol.T4 S-SWCNTs Converted,1634.412109375,1369.34999593099,Sol.T4P S-SWCNTs Converted,1634.412109375,454.188888549805
Sol. T1 S-SWCNTs Converted,1633.96875,1379.8222249349,Sol.T4 S-SWCNTs Converted,1633.96875,1375.23331705729,Sol.T4P S-SWCNTs Converted,1633.96875,458.549997965495
Sol. T1 S-SWCNTs Converted,1633.5234375,1382.13334147135,Sol.T4 S-SWCNTs Converted,1633.5234375,1377.51666259766,Sol.T4P S-SWCNTs Converted,1633.5234375,457.288889567057
Sol. T1 S-SWCNTs Converted,1633.078125,1372.83335367839,Sol.T4 S-SWCNTs Converted,1633.078125,1370.70001220703,Sol.T4P S-SWCNTs Converted,1633.078125,454.772221883138
Sol. T1 S-SWCNTs Converted,1632.634765625,1377.35555013021,Sol.T4 S-SWCNTs Converted,1632.634765625,1376.31667073568,Sol.T4P S-SWCNTs Converted,1632.634765625,456.583338419596
