Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y
Film T1 S-SWCNTs,465.59765625,0.0179907439450019,Film T1 S-SWCNTs Converted,465.919921875,0.0242056084976148,Film T2 S-SWCNTs,465.59765625,0.0112658933768239,Film T2 S-SWCNTs Converted,466.53515625,0.0442753020396989
Film T1 S-SWCNTs,465.17578125,0.0133223713753526,Film T1 S-SWCNTs Converted,465.501953125,0.020665358517498,Film T2 S-SWCNTs,465.17578125,0.0120039739734657,Film T2 S-SWCNTs Converted,466.115234375,0.0396262850586952
Film T1 S-SWCNTs,464.755859375,0.0105058322366886,Film T1 S-SWCNTs Converted,465.080078125,0.0137449417334147,Film T2 S-SWCNTs,464.755859375,0.00935415720188273,Film T2 S-SWCNTs Converted,465.6953125,0.0490831997058346
Film T1 S-SWCNTs,464.3359375,0.0149855709574216,Film T1 S-SWCNTs Converted,464.66015625,0.0227705476761056,Film T2 S-SWCNTs,464.3359375,0.00996678193116965,Film T2 S-SWCNTs Converted,465.275390625,0.0407515363232902
Film T1 S-SWCNTs,463.916015625,0.0146418002581251,Film T1 S-SWCNTs Converted,464.240234375,0.0336377970086259,Film T2 S-SWCNTs,463.916015625,0.00983429093786949,Film T2 S-SWCNTs Converted,464.85546875,0.0372868800169821
Film T1 S-SWCNTs,463.49609375,0.0141428649586127,Film T1 S-SWCNTs Converted,463.8203125,0.0246125013321003,Film T2 S-SWCNTs,463.49609375,0.00961491416281986,Film T2 S-SWCNTs Converted,464.43359375,0.0509656222186738
Film T1 S-SWCNTs,463.076171875,0.0134197318479009,Film T1 S-SWCNTs Converted,463.400390625,0.0202001401135756,Film T2 S-SWCNTs,463.076171875,0.0103146527052884,Film T2 S-SWCNTs Converted,464.013671875,0.0421983720207768
Film T1 S-SWCNTs,462.654296875,0.0134572809426907,Film T1 S-SWCNTs Converted,462.98046875,0.0318097516895971,Film T2 S-SWCNTs,462.654296875,0.00840317341005634,Film T2 S-SWCNTs Converted,463.59375,0.0315692473528418
Film T1 S-SWCNTs,462.232421875,0.0171566307270449,Film T1 S-SWCNTs Converted,462.55859375,0.0263896965922887,Film T2 S-SWCNTs,462.232421875,0.0115011185858804,Film T2 S-SWCNTs Converted,463.171875,0.0379788500086955
Film T1 S-SWCNTs,461.8125,0.0116679405650084,Film T1 S-SWCNTs Converted,462.138671875,0.0295273162695993,Film T2 S-SWCNTs,461.8125,0.0106924559124512,Film T2 S-SWCNTs Converted,462.751953125,0.0428650861216987
Film T1 S-SWCNTs,461.39453125,0.0130530168595676,Film T1 S-SWCNTs Converted,461.716796875,0.0242421421245331,Film T2 S-SWCNTs,461.39453125,0.00903360397482159,Film T2 S-SWCNTs Converted,462.33203125,0.0464745044363884
Film T1 S-SWCNTs,460.970703125,0.0137649124948788,Film T1 S-SWCNTs Converted,461.296875,0.0253186346550469,Film T2 S-SWCNTs,460.970703125,0.0110962102388563,Film T2 S-SWCNTs Converted,461.912109375,0.0367871974144408
Film T1 S-SWCNTs,460.552734375,0.0142003305303502,Film T1 S-SWCNTs Converted,460.876953125,0.0194666389800508,Film T2 S-SWCNTs,460.552734375,0.0117378026223507,Film T2 S-SWCNTs Converted,461.4921875,0.0373074189185114
Film T1 S-SWCNTs,460.1328125,0.0106323817253668,Film T1 S-SWCNTs Converted,460.45703125,0.02313136391702,Film T2 S-SWCNTs,460.1328125,0.011046144588346,Film T2 S-SWCNTs Converted,461.072265625,0.0446456139491932
